dataset,alpha,group,point,lower,upper,true_mean,penalized_mean,covers_true_mean,covers_penalized_mean
5,0.3,1,0.7340189653775008,0.6216011453952821,0.8275950957352052,1.0,0.7818181818181817,false,true
6,0.0,0,0.14665342112975122,-0.04449621193904964,0.2800377587539077,0.2,0.2,true,true
6,0.0,1,0.9622643146927655,0.8155463637376466,1.1146543672570453,1.0,1.0,true,true
6,0.01,0,0.16163766477407188,-0.02454916715108678,0.2911883838183268,0.2,0.2153846153846154,true,true
6,0.01,1,0.9458130821601896,0.8013145384063071,1.0958939261069114,1.0,0.9846153846153847,true,true
6,0.3,0,0.3589223782824072,0.2338844132981407,0.47196801145808615,0.2,0.4181818181818182,false,true
6,0.3,1,0.7292137813153738,0.6065615964929693,0.8667044672192816,1.0,0.7818181818181817,false,true
7,0.0,0,0.3222731678545995,0.18046973088885956,0.4995895018925198,0.2,0.2,true,true
7,0.0,1,1.0686721675362674,0.8848243201333524,1.2255107831426444,1.0,1.0,true,true
7,0.01,0,0.33625378545041595,0.19451344326579087,0.5098592192490008,0.2,0.2153846153846154,true,true
7,0.01,1,1.053925488702324,0.8724304457532134,1.2062036466040253,1.0,0.9846153846153847,true,true
7,0.3,0,0.5204722393891786,0.40956767229217955,0.6479098940127249,0.2,0.4181818181818182,false,true
7,0.3,1,0.859612872903903,0.7170540733340369,0.9692740937159839,1.0,0.7818181818181817,false,true
8,0.0,0,0.3455895890389994,0.15354570664255,0.489153098633983,0.2,0.2,true,true
8,0.0,1,0.9501648999922103,0.8230676854629371,1.0987195467085458,1.0,1.0,true,true
8,0.01,0,0.35706297927934927,0.1703155522949733,0.49766033028325596,0.2,0.2153846153846154,true,true
8,0.01,1,0.9383814181237429,0.8136217819527566,1.0855339907541681,1.0,0.9846153846153847,true,true
8,0.3,0,0.508288456460544,0.3612210373305915,0.614918779296956,0.2,0.4181818181818182,false,true
8,0.3,1,0.7830687658835971,0.6819719053846117,0.9119508230290757,1.0,0.7818181818181817,false,true
9,0.0,0,0.18100821980059645,-0.0171269996253264,0.3404045024428837,0.2,0.2,true,true
9,0.0,1,0.9762893419516846,0.8136778221649839,1.135185125937189,1.0,1.0,true,true
9,0.01,0,0.19610074921738058,0.0007408097992258767,0.3527713516262387,0.2,0.2153846153846154,true,true
9,0.01,1,0.9607889063344468,0.8017084844370579,1.1178177643395208,1.0,0.9846153846153847,true,true
9,0.3,0,0.39502843450587544,0.24879131345822622,0.5203372321519896,0.2,0.4181818181818182,false,true
9,0.3,1,0.7564847971192357,0.6295008791381979,0.8661644504805032,1.0,0.7818181818181817,false,true
10,0.0,0,0.28234078705425075,0.1061126921835396,0.462094042567595,0.2,0.2,true,true
10,0.0,1,1.0969847282275285,0.913915701427913,1.2769434049277815,1.0,1.0,true,true
10,0.01,0,0.2981121322122272,0.1294628236923091,0.476756737543468,0.2,0.2153846153846154,true,true
10,0.01,1,1.0814222750583993,0.901081006871925,1.2583111382145566,1.0,0.9846153846153847,true,true
10,0.3,0,0.5060020965866623,0.3774698234504474,0.6599280143316015,0.2,0.4181818181818182,false,true
10,0.3,1,0.8762858201458773,0.7398914331574469,1.026125407569154,1.0,0.7818181818181817,true,true
11,0.0,0,0.18046501069754362,0.04485897819668915,0.3056894383518195,0.2,0.2,true,true
11,0.0,1,0.9442639040374781,0.8002446647285872,1.1086595810119078,1.0,1.0,true,true
11,0.01,0,0.19467902218857547,0.06207363256122808,0.316227251477305,0.2,0.2153846153846154,true,true
11,0.01,1,0.9290696158918922,0.7900293674151699,1.0903393429061812,1.0,0.9846153846153847,true,true
11,0.3,0,0.38193192445370605,0.2642275457270548,0.47787081917708546,0.2,0.4181818181818182,false,true
11,0.3,1,0.7289027203670972,0.6134542068192088,0.849730138932043,1.0,0.7818181818181817,false,true
